Filename,Prompt,Language,Score Level,original_essay,corrected_essay
859857.txt,P1,ZHO,medium,"For me ,it is better to have broad knowledge of many academic subjects than to specialize in only one subject.Because the more knowledge we gain the more opputunitues for having jobs we would have.

Having broad knowledge is the key element which we can gain jobs.For example, I want to study accounting at university ,and later I will have got  the CPA .However , I will choose to study how to direct  film as my subsidiary major because if one day I am tired with my  carreer as an accountant , I can stil   choose another job as a director.

Secondly. I think when we gain more knowledge we can learn a lot of beneficial things of those knoledge .For instance ,when we learn about the history ,we can learn about the major  facts or issues that happened in the past ,we can  try to circumvent those malicious facts such as the WW2 and other disasters ,and we can make some improvments from those historiucal facts.

Thirdly ,learning more things can give us another aspect of viewing the world .From learning we can not only gain  the knowledge from the academic subjects but also expand our minds.For example ,when I was a child I viewed everything in the world with a narrow mind ,but since I went to the high school I lea

In conclusion ,I agree on that we should better to have broad knowledge of many academic sujects because it can give us more advantages than it gives us drawbacks.
","For me ,it is better to have broad knowledge of many academic subjects than to specialize in only one subject. Because the more knowledge we gain the more opportunities for having jobs we would have. Having broad knowledge is the key element which we can gain jobs. For example, I want to study accounting at university ,and later I will have got the CPA . However , I will choose to study how to direct films as my subsidiary major because if one day I am tired of my career as an accountant , I can still choose another job as a director. Secondly. I think when we gain more knowledge we can learn a lot of beneficial things from those knowledge. For instance ,when we learn about history ,we can learn about the major facts or issues that happened in the past ,we can try to circumvent those malicious facts such as WW2 and other disasters ,and we can make some improvements from those historicalfacts. Thirdly ,learning more things can give us another aspect of viewing the world . From learning we can not only gain knowledge from academic subjects but also expand our minds. For example ,when I was a child I viewed everything in the world with a narrow mind ,but since I went to high school I have come to the conclusion that we should better have broad knowledge of many academic subjects because it can give us more advantages than it gives us drawbacks. "
235958.txt,P2,JPN,medium,"     I disagee with the idea that young people enjoy life more tha older people do.Normaly older people have more free time and  more money than younger people, and also thay  have a chance to fall in love.

     My grand mother travels every month with her many friends. Most young people want to go to travel but they do not have enough money and time to do . Most  young peope have to work and it is difficult to take a vacation. However most retired older people have a lot of time, the y have some money to enjoy their life because  they are getting retirment money from gobvermant.

     Now, there are dating clubs for sinior in Japan. These are very famouse in Japan. The daiting club is for sinior who doesn`t  have a pertner because of pertner`s death or divorce. Even though they are old like 60, 70, 80 years old, they can perticipate the club. They go to some restrant all group and talk and do some game ann if  they found  pertner who thay like, they can ask to go date. even though they are old they have a chance to fine a pertner and chance to fall in love.  

 
     Beacuse of the above reasons, they enjoy their life same as young people or more than them. The way of enjoying life is different by each person. It doesn` t  matter age or gender.Older people enjoy their life by their own way.
","I dislike the idea that young people enjoy life more than older people do. Normally older people have more free time and more money than younger people, and they also have a chance to fall in love. My grand mother travels every month with her many friends. Most young people want to go travelling but they do not have enough money and time to do it. Most young people have to work and it is difficult to take a vacation. However most retired older people have a lot of time, the y have some money to enjoy their life because they are getting retirement money from the government. Now, there are dating clubs for seniors in Japan. These are very famous in Japan. The daiting club is for senior citizens who don ` t have a partner because of a partner's death or divorce. Even though they are old like 60, 70, 80 years old, they can participate inthe club. They go to some restaurant all group and talk and do some games and if they find a partner who they like, they can ask to go out on a date. even though they are old they have a chance to find a partner and a chance to fall in love. For the above reasons, they enjoy their life the same as young people or more than them. The way of enjoying life is different for each person. It doesn` t matter age or gender. Older people enjoy their life in their own way. "
66530.txt,P2,JPN,medium,"	I am agree to young people enjoy life more than older peple do.  
	Young  peple have a lot of power and enagy.  If they don't use those for enjoying life, I think that is very wasting way.  They should use those in young age.
	Now I am young.  I am a high school student.  I think I enjoy my life more than older peple. To go somewher with my friends, to go shopping with my family, to chat with unknow people on the enternet, to drow pictures, to finght with frends, amd more whatever.  Some of there are needed to young power.  Some older people can do these.  But when I become older person, I think I can't do these all.  Because I will lose power.  I might be tired early.  I know I will become like my thinking.  So I have to enjoy my life now.
	However, older peple enjoy their life by using money.  They go to big trip,  to get houses, and to eat rich foods etc.  This enjoyment is defferent to young's enjoyment.  They want to relax.  They won't to use such a enagy.  I think our feeling of enjoying and their feeling is defferent.  They are enjoy ther life, and we are enjoying our life same as the others.  If we are enjoying by defferent feelings,  I cannot say which is nice, or bad.  All peple enjoy their life.  I think that's very nice.
	Anyway, I hope to enjoy my older life in the feauture.  And I would enjoy now too.  I should play more.  When I become an adult, I will think ""I had to do someting more in the high school!  Why now my life is so busy?"".   I don't want to say so. So, now I am trying to search more fun things!  I want to enjoy more my life.
","I agree that young people enjoy life more than older people do. Young people have a lot of power and energy. If they don't use those for enjoying life, I think that is a very wasteful way to live. They should use those at a young age. Now I am young. I am a high school student. I think I enjoy my life more than older people. To go somewhere with my friends, to go shopping with my family, to chat with unknown people on the Internet, to find pictures, to find friends, and more whatever. Some of them are needed to young power. Some older people can do these things. But when I become an older person, I think I can't do these things. Because I will lose power. I might be tired early. I know I will become like my thinking. So I have to enjoy my life now. However, older people enjoy their life by using money. They go on big trips, to get houses, and to eat rich foods etc. This enjoyment is different to young people's enjoyment. They want to relax. They won't use such a weapon. I think our feelings of enjoyment and their feelings are different. They enjoy their life, and we enjoy our life the same as the others. If we are enjoying different feelings, I cannot say which is nice, or bad. All people enjoy their life. I think that's very nice. Anyway, I hope to enjoy my older life in the future. And I would enjoy it now too. I should play more. When I become an adult, I will think ""I had to do something more in high school! Why is my life so busy now? "". I don't want to say so. So, now I am trying to search for more fun things! I want to enjoy my life more. "
102297.txt,P3,ITA,medium,"I recently read an article about supporting groups, which have to face the situation of very low activity participating rates among their members and lack of new applications. Since I also lead a supporting group for keeping clean our city park, I can confirme this tendence and I agree with the statement.
I can't stop asking why young people don't want to be involved in activity, which can improve the life quality in their community. Lack of time is the first most popular answer. Nowadays youngsters are very busy: if the school doesn't give them enough homework, parents will find some extrascholastic activities. Friends are also important, and something done with them seems to them to have more worth than something done for the community.
Helping the community brings not only benefits to the community itself, but also to who participates in the activity. Staying together is essential for a social animal like the human being.
In conclusion, more should be done to involve young people to help the community. School and parents should be the first to promote such activities, showing the benefits that can be achieved, and not holding people back!","I recently read an article about supporting groups, which have to face the situation of very low activity participation rates among their members and lack of new applications. Since I also lead a supporting group for keeping our city park clean, I can confirm this tendency and I agree with the statement. I can't stop asking why young people don't want to be involved in activities, which can improve the quality of life in their community. Lack of time is the first most popular answer. Nowadays youngsters are very busy: if the school doesn't give them enough homework, parents will find some extra - curricularactivities. Friends are also important, and something done with them seems to them to have more worth than something done for the community. Helping the community brings not only benefits to the community itself, but also to those who participate in the activity. Staying together is essential for a social animal like the human being. In conclusion, more should be done to involve young people in helping the community. Schools and parents should be the first to promote such activities, showing the benefits that can be achieved, and not holding people back! "
1176184.txt,P8,ITA,medium,"Taking risks and trying new things have in common one thing: they are scary or, at least, they are not as comfortable as doing always the same things. Yet, I am conviced that they are necessary in order to be successful.

Risking can be frightening - I will not deny it. However, if you do not risk, you miss important opportunities to improve your condition. Every decision in life, from everyday to once-in-a-lifetime ones, implies some risk. If you are not able to take risks, this means that you are not able to take challenging decisions, with the obvious results. 

Furthermore, in certain situations, taking a risk can make the difference between someone who just accepts what he or she has (but might regret what he or she has not) and someone who is really satisfied. Just think of a recently graduated student who receives a very interesting offer which requires moving to another country: should he stay home and try to find an average job or accept it? I am convinced he should accept it and leave straight away, otherwise he might simply regret it for the rest of his life.

On a less personal level, there are contests where trying new things is almost mandatory. This is the case for example of researchers: questioning the status quo, trying out different possible solutions is necessary in order to find out new things - and where would the world be wihtout new inventions? I cannot imagine a researcher who does not want to try new things.

For all these reasons, I am conviced that successful people are those who are not afraid of risking. People who just keep doing what they are good at just miss out opportunity - because that is what a change really is.","Taking risks and trying new things have in common one thing: they are scary or, at least, they are not as comfortable as doing the same things always. Yet, I am convinced that they are necessary in order to be successful. Risking can be frightening - I will not deny it. However, if you do not risk it, you miss important opportunities to improve your condition. Every decision in life, from everyday to once-in-a-lifetime ones, implies some risk. If you are not able to take risks, this means that you are not able to take challenging decisions, with the obvious results. Furthermore, in certain situations, taking a risk can make the difference between someone who just accepts what he or she has (but might regret what he or she has not) and someone who is really satisfied. Just think of a recently graduated student who receives a very interesting offer which requires moving to another country: should he stay home and try to find an average job or accept it? I am convinced he should accept it and leave straight away, otherwise he might simply regret it for the rest of his life. On a less personal level, there are contests where trying new things is almost mandatory. This is the case for example of researchers: questioning the status quo, trying out different possible solutions is necessary in order to find out new things - and where would the world be without new inventions? I cannot imagine a researcher who does not want to try new things. For all these reasons, I am convinced that successful people are those who are not afraid of risking. People who just keep doing what they are good at just miss out on an opportunity - because that is what a change really is. "
698140.txt,P7,TEL,medium," In my point of view  understanding ideas and concepts is very Important. The subject like a java, we can know the knowledge of java by understanding the ideas and concepts. concepts is more Important than facts.By studying the facts like sun microsystems invented the java,we can't understand the features of the java.

 we can also learn by  something hearing and studying the facts .
facts can also Improve the knowledge.By studying the facts like Independense  we should  know about the great leaders of our country ,and we should know about the how they will work hard for the Independense. History will tell about this.So learning the facts were Important .  By studing the facts the children can learn about the honesty,relibility, and history of the country. Everyone must should know about the history of the country. By learning the facts we can prevent the wars like second world war and the first world war.
 by learning the facts we can know about our previous cultures and methods, It was very Intrresting. last week some of the persons found the Dwaraka under the sea, so by hearing this fact we can conclude that there were Dwaraka in the past. 

      
             By understanding the concepts and ideas  we can  Improve the knowledge of the subject and we can Improve our performance and profound knowledge in the subject. we can't   understand the concepts like polymorphism and abstracton while learning about the facts. All the students can understand by understanding the concepts and ideas of the subject. Conceots were very Important and Ideas were also Important. 
 
 
                 For understanding subjects the students could know about the ideas and concepts. There would be necerrely facts for the students because for know about the past. In this days, understanding the concepts is very Importants for future Importance.
                    
        
               
                 
","In my opinion, understanding ideas and concepts is very Important. The subject like java, we can know the knowledge of java by understanding the ideas and concepts. concepts are more Important than facts. By studying the facts like sun microsystems invented java,we can't understand the features ofjava. we can also learn by something hearing and studying the facts . facts can also Improve knowledge. By studying the facts like Independence we should know about the great leaders of our country ,and we should know about how they will work hard for Independence. History will tell about this. So learning the facts was Important . By studying the facts the children can learn about the honesty, reliability , and history of the country. Everyone should know about the history of the country. By learning the facts we can prevent wars like the second world war and the first world war. by learning the facts we can know about our previous cultures and methods, It was very interesting. last week some of the people found the Dwaraka under the sea, so by hearing this fact we can conclude that there were Dwaraka in the past. By understanding the concepts and ideas we can Improve the knowledge of the subject and we can Improve our performance and profound knowledge in the subject. we can't understand concepts like polymorphism and abstraction while learning about the facts. All the students can understand by understanding the concepts and ideas of the subject. Concepts were very Important and Ideas were also Important. For understanding subjects the students could know about the ideas and concepts. There would be negative facts for the students because they know little about the past. These days, understanding concepts is very important for future Importance. "
393152.txt,P5,SPA,medium,"Nowadays there is  a  contoversial between using your own car or using  public transports.
this is a consequence of the environment destruction and the contamination of the earth causing by numerous actions that humans makes. 
today there are a lot of organaizations that are very concerned about the pollution and the damaged of the environment.
They are trying to find a  solution to diminishing this important  problem.
these organaizations tries to encouraged people to  try  to  not contaminate a lot  and to use  healthy ways for not  damaging the envionmet. 

One of the problem  is using your own car our  using a public transport.
In my opinion  i agree with the statement  because  i think that in a  few years there wouldnt be as much cars as now because  other  confortable and faster ways  of transport will be used, as for example   the plane that its at this moment one of the best way  of transport or  another possibility is using   cars that works with solar energy or with  water  contribuiting  with the environmet.

On the other hand the car is the most common way of travelling of most of the people. People uses their cars a lot becuase is the most cheapest transport and you can use it wherever you want.
Also the car is very comfortable. The problem of this is that people should try to be concerned about the advantages or disadvantages of using the car or another transport.

As far as i'm concerned numerous scientist are investigating new methods and ways of travelling.
Scientist have made predictions about the future saying  that  by a certain period of time  there will be fewer cars  and  instead of using gasoline  in the cars use another alternatives ways.

 As a matter of a conclusion , in the future there will be fewer  cars because people will try to travell in a fastest and confortable way than in a car and also be concerning about helping and not  contaminating the environment.



","Nowadays there is a controversy about using your own car or using public transport. this is a consequence of environmental destruction and the pollution of the earth caused by numerous actions that humans take. today there are a lot of organizations that are very concerned about the pollution and the damage to the environment. They are trying to find a solution to diminishing this important problem. these organizations try to encourage people to try to not contaminate a lot and to use healthy ways for not damaging the environment. One of the problems is using your own car, using public transport. I agree with the statement because i think that in a few years there willn't be as many cars as now because other comfortable and faster ways of transport will be used, as for example the plane . its at this moment one of the best ways of transport or another possibility is using cars that work with solar energy or with water containing with the environment. On the other hand the car is the most common way of travelling for mostpeople. People use their cars a lot because it is the cheapest transport and you can use it wherever you want. Also the car is very comfortable. The problem with this is that people should try to be concerned about the advantages or disadvantages of using the car or another mode of transport. As far as i'm concerned numerous scientists are investigating new methods and ways of travelling. Scientists have made predictions about the future saying that by a certain period of time there will be fewer cars and instead of using gasoline in the cars use other alternatives. As a matter of conclusion , in the future there will be fewer cars because people will try to travel in the fastest and most comfortable way than in a car and also be concerned about helping and not polluting the environment. "
1916426.txt,P1,KOR,medium,"Nowadays, the more the students are educated, the deepest knowledge they will have on their subject. However, some of them may have two majors. Which idea is good? In this essay, there are several reason why I do not agree with having broad knowledge of many academic subjects. 

First of all, everyone has got the same time. In other words, the condition to have an amount of study may be the same to everyone. 
If you spend all your time on a specific subject, you can impove a lot rather than the person who spend his or her time on two subjects. This is because he or she should devide the time. Let us assume that there are two students and the same time is offered: A person who only does economics and B person who does economics and politics. Compared with A person, B person would know about politics more. However, A person would know about economics more deeply than B person. 

Secondly, in the sense, broad knowledge of many academic subject can be useful for normal lives. However, you would lose the competetion with others who specialize on a particular subject. A firm is a group of all the specialized people on their people. In the other words. there are several teams and sub-organizations classified in a firm. it does not need one who has got narrow knowledge. For instance, every unversity has got many departemts and would 

accept the person who really want to specialize his or her faviourite subject .  





","Nowadays, the more the students are educated, the deeper knowledge they will have on their subject. However, some of them may have two majors. Which idea is good? In this essay, there are several reasons why I do not agree with having broad knowledge of many academic subjects. First of all, everyone has got the same time. In other words, the condition to have an amount of study may be the same for everyone. If you spend all your time on a specific subject, you can improve a lot rather than the person who spends his or her time on two subjects. This is because he or she should divide the time. Let us assume that there are two students and the same time is offered: A person who only does economics and B person who does economics and politics. Compared with A person, B person would know more about politics. However, A person would know more about economics than a B person. Secondly, in the sense that broad knowledge of many academic subjects can be useful for normal lives. However, you would lose the competition with others who specialize in a particular subject. A firm is a group of all the specialized people in their people. In the other words. there are several teams and sub-organizations classified into a firm. it does not need one who has got narrow knowledge. For instance, every university has got many departments and would accept a person who really wants to specialize in his or her favourite subject . "
1176638.txt,P6,ZHO,medium,"Nowadays, there are numerous debates about the issue whether or not the best way to travel is in a group led by a tour guide. Some people hold that travelling individually is better. Others, however, contradict it. From my point of view, I firmly agree that travelling in a group is the best way for the following reasons.

To stand with, travelling in a group will be much safer. In other words, if people have a trip with other people, they will feel much safer. A survey in the Toronto Star talks about that travelling individually will be more dangerous than travelling in a gruop. For instance, when I am travelling in a group, if I have any problems or dangerous, the members who are in my tour group will help me out from the problems.Therefore, travelling in a group will make people feel much safer.

In addition, travelling in a group will  make people spend  less money. That is, people will spend less money in travelling in a group than travelling solely. The reason is that the tour company will have so many discounts about the hotels, the restaurants and the entry to  famous places. A person who is travelling in a group, for example, visits to China just need to spend $400, while anther person who is travelling individually should spend $800. Hence, travelling in a group will be cheaper.

Finally, travelling in a group will make you visit more places. In other words, when you are travelling in a group, you will have a chance to visit considerable more places. You will be a stranger when you travel to that place, so you won't know which places are worth for you to visit. If you join the group when you are travelling, you will visit dramatically more places. Consequently, travelling in a group will make people have a chance to visit more famouse and beautiful places.  

Based on what I have discussed, it is self-evidence that travelling in a group is beneficial for people. Travelling in a group will not only make people feel much safer, but also let people spend less money and have a chance to visit more places as well.
","Nowadays, there are numerous debates about the issue of whether or not the best way to travel is in a group led by a tour guide. Some people hold that travelling individually is better. Others, however, contradict it. From my point of view, I firmly agree that travelling in a group is the best way for the following reasons. To stand with, travelling in a group will be much safer. In other words, if people have a trip with other people, they will feel much safer. A survey in the Toronto Star talks about that travelling individually will be more dangerous than travelling in a group. For instance, when I am travelling in a group, if I have any problems or danger, the members of my tour group will help me out from the problems. Therefore, travelling in a group will make people feel much safer. In addition, travelling in a group will make people spend less money. That is, people will spend less money on travelling in a group than travelling solely. The reason is that the tour company will have so many discounts about the hotels, the restaurants and the entry to famous places. A person who is travelling in a group, for example, visits China just need to spend $ 400, while another person who is travelling individually should spend $ 800. Hence, travelling in a group will be cheaper. Finally, travelling in a group will make you visit more places. In other words, when you are travelling in a group, you will have a chance to visit considerably more places. You will be a stranger when you travel to that place, so you won't know which places are worth visiting. If you join the group when you are travelling, you will visit dramatically more places. Consequently, travelling in a group will make people have a chance to visit more famous and beautiful places. Based on what I have discussed, it is self-evidence that travelling in a group is beneficial for people. Travelling in a group will not only make people feel much safer, but also let people spend less money and have a chance to visit more places as well. "
965186.txt,P5,ZHO,medium,"  I am agree with the opinion that there will be less cars in use than there are today in twenty years.
  One reason is the oil is limitid and it get less and less resently. And the now energh such as sunshine is not able to take the part of oil. We may have a lot of difficulty to solve the energy problem. After twentiy years oil could be not enough to apply to all the cars we have, so apart of people have to choose another way for traffic. Or more people choose the eletric train to go to work or study. 
  Another reason for this is that people could not have to be in the office to work in the future. Now mor and more people choose the way to at home. The internet is changing our world, we can make a meeting on the internet easily and make report and send it to the office by mail. because of this a lot of people don't need to drive to the office every day and even some of the people don't need a car at home.
  The traffic is not stop to change its style in the history. We can imagine that may be in the futhure people can find some more useful way for traffic such as personal plane.
  I belivie that car will be less than 
","I agree with the opinion that there will be fewer cars in use than there are today in twenty years. One reason is the oil is limited and it gets less and less recently. And the now energy such as sunshine is not able to take the part of oil. We may have a lot of difficulty solving the energy problem. After twenty years oil could not be enough to apply to all the cars we have, so apart from people having to choose another way for traffic. Or more people choose the electric train to go to work or study. Another reason for this is that people could not have to be in the office to work in the future. Now more and more people choose the way to at home. The internet is changing our world, we can have a meeting on the internet easily and make a report and send it to the office by mail. because of this a lot of people don't need to drive to the office every day and even some people don't need a car at home. The traffic has not stopped changing its style in history. We can imagine that may be in the future people will find some more useful ways for traffic such as personal planes . I believe that the car will be less than"
1047886.txt,P2,ZHO,medium,"Things are changing every day.In pass 50 years , you could not believe that people can use the computers to do a lot of things . You could not believe somethings which is happend Today.So Young people is changing also, they enjoy their lives more than older people do.There are three points can prove this.

  First,young people will not think about when they become old what will happen.They just want to enjoy their lives now.Prepare to the Older people ,there is a big different .Older people will think about their family, their retire payment, their future lives.They will save money for that.They also will reduce their ativities for health.But young peope will not do that. They want to spend more time with friends .lovers and some modren things.They do not have saving account , they like use visa ,and use more money in their habits.In fact ,they do not have the plan for the future.

 Second,Young people is more easier to pay attetion on some new things. They will be mad on computer game, cars, clothes and so on.
At that time , they will spend more money and more time on it.Do not say i am young, i still have much time to do my future work.That is wrong, Because you do not have that money to enjoy your life.You only use older people's money to enjor your life.Prepare to older people , their situation is opposite.They will not pay attetion on new things , they just want themsleves to have good final lives.

 Third , Young people will not think about thier families, they think thier lives are more important . They will say i must enjoy my life without odler people.They do not want to stay with mother or father.
They only know friends.Althouht there have ages problems between oder people and young people and they will not enjoy life together, young people do not have any pionts about their family.

 Anyway, YOung people","Things are changing every day. In the next 50 years , you could not believe that people can use computers to do a lot of things . You could not believe somethings which happenedToday. So Young people are changing also, they enjoy their lives more than older people do. There are three points that can prove this. First,young people will not think about when they become old what will happen. They just want to enjoy their lives now. For Older people ,there is a big difference. Older people will think about their family, their retirement payments, their future lives. They will save money for that. They will also reduce their ativities for health. But young people will not do that. They want to spend more time with friends . lovers and some modern things. They do not have a savings account , they like to use visas,and spend more money in their habits. In fact ,they do not have a plan for the future. Second,Young people find it easier to pay attention to some new things. They will be mad about computer games, cars, clothes and so on. At that time , they will spend more money and more time on it. Do not say i am young, i still have a lot of time to do my future work. That is wrong, Because you do not have that money to enjoy your life. You only use older people's money to enrich your life. For older people , their situation is the opposite. They will not pay attention to new things , they just want themselves to have good final lives. Third , Young people will not think about their families, they think their lives are more important . They will say i must enjoy my life without odler people. They do not want to stay with their mother or father. They only know friends. Although there are age problems between older people and young people and they will not enjoy life together, young people do not have any points about their family. Anyway, young people"
721448.txt,P7,KOR,medium,"I agree with the opinion that  understanding ideas and concepts is more important for students than learnig facts for them.
I will explain the three reasons.

First, I think understanding concepts is basic.
You can't build a high building without rock as a basis even though you may build a short block like a house on the sands.
If you learn the facts without accurate concept, you may hear you are smart at first. But  eventually you will confuse the meaning and the pile of thr fact will collase.

 Second, I think you should experience  the proper process.
Everything has an order in process.
Understanding concepts is a start.  So you can't understand further facts without them.
If you skip something , you will meet the trouble in the end.
Speaking again, If you ignore the process of understanding accuratly, you will find you didn't know even a easy thing.

Third, you should undersand the academic thing as a whole.
All the thories and facts link together. 
You should understand something through another thing.
If you learn facts separately, it seems like you see the tree but can't see the forest.
 
So I think  that understanding ideas and concepts is more important than learning facts.
A pile of There is no meaning  without basic understanding.

","I agree with the opinion that understanding ideas and concepts is more important for students than learning facts for them. I will explain the three reasons. First, I think understanding concepts is basic. You can't build a tall building without rock as a basis even though you may build a short block like a house on the sands. If you learn the facts without an accurate concept, you may hear you are smart at first. But eventually you will confuse the meaning and the pile of facts will collapse. Second, I think you should experience the proper process. Everything has an order in process. Understanding concepts is a start. So you can't understand further facts without them. If you skip something , you will meet trouble in the end. Speaking again, If you ignore the process of understanding accurately, you will find you didn't even know an easy thing. Third, you should understand the academic thing as a whole. All the stories and facts link together. You should understand something through another thing. If you learn facts separately, it seems like you see the tree but can't see the forest. So I think that understanding ideas and concepts is more important than learning facts. A pile of There is no meaning without basic understanding. "
1282586.txt,P4,ARA,medium,"Advertisments have been knowen for a long time. Some historians say it began during the Roman empaier time. It have been used since then in different regons and cultures. However, It is used today for different porposes in different places. The Advertisments could be on TV, radio, or prented forms. Mostly it is posted by companies or businuss people to sell thair items or serveses. As a result, all advertisments will make the product or serves appear in the best form or stuation. In my openion, Almost all advertisments make products much better then they are in reality.
These days, companies and busnesses compest with each other to sell thair product to more costomers. They use the advertisments as an essentual way to reveal the product for the costomer and try to convence him about thair product. They try so hard to show the best feeatures of the product or the serves that thay have. Alternatively, thay know the nagative parts of thair product or serves, but they never say these parts unless the low ask clearly to do so. For instence, there are advertisments about fitness equepments on TV that apears all day almost on every channel. These ads talks about the product as if it will help you with all your fitness needs. In the ad they mention the easyness of using the equepment and how light it is. Furthermore, thay say it dose not requaer frome you a hard work and it will save your time. All of thease clames are not true at all. Its clear in this ad that thay ara trying to say some thing thet the costomer wants to hear. so that he or she will by it based on what they think about the product not about waht the product provide.
In canclution, ads these day is not what it should to be. It sould talk about the true good things in the product and the bad things so people can determen wather to bey it or not.
","Advertisements have been known for a long time. Some historians say it began during the Roman emperor's time. It has been used since then in different regions and cultures. However, It is used today for different purposes in different places. The advertisements could be on TV, radio, or printed forms. Mostly it is posted by companies or business people to sell their items or services. As a result, all advertisements will make the product or service appear in the best form or situation. In my opinion, Almost all advertisements make products much better than they are in reality. These days, companies and businesses compete with each other to sell their products to more customers. They use the advertisements as an essential way to reveal the product to the customer and try to convince him about their product. They try so hard to show the best features of the product or the services that they have. Alternatively, they know the negative parts of their product or services, but they never say these parts unless they ask clearly to do so. For instance, there are advertisements for fitness equipment on TV that appear all day almost on every channel. These ads talk about the product as if it will help you with all your fitness needs. In the ad they mention the ease of using the equipment and how light it is. Furthermore, they say it does not require you to work hard and it will save you time. All of these claims are not true at all. Its clear in this ad that they are trying to say some thing that the customer wants to hear. so that he or she will buy it based on what they think about the product not about what the product provides. In conclusion, the ads these days are not what they should be. It should talk about the true good things in the product and the bad things so people can decide whether to buy it or not. "
1161147.txt,P3,HIN,medium,"I agree with the given statement that young people do not give enough time to helping their communities. 

The possible reason for this kind of behaviour could be lack of concern for their communities. Young people are more enthusiastic and are more busy with their daily lives. Most of the times, as they argue, they do not have time for such activites. But this assumption is appears to be false. They can definitely devote time for this cause. It entirely depends on their disposition. By devoting even an hour for the improvement of the community they can help the community a lot. 

The younger generation thinks that the community is meant for adults and they are the ones who should work for it. But they are mistaken. They do not know that how their help may be beneficial to others. 

The younger generation considers playing games, hanging out with friends and going to parties more important than their participation in the activities of the community. They consider the community activities monotonous and mundane. They prefer ,say, going to a movie or playing basketball over serving to community. They believe that they can have a lot more fun rather than being stuck up in working for the community. They do not realize how important it is to help their neighbours and all they people associated with the community. 

Perhaps, a possible reason for their reluctance may be lack of knowledge of pros and cons of having a community. Adults, on the other hand, have more concern for their communities. They know its importance more than the young people do. They are the ones who can inspire the young people by telling them the importance of these communities, their advantages and disadvantages. If every youngster devotes even an hour to serving the community, they can help a lot. 


","I agree with the given statement that young people do not give enough time to helping their communities. The possible reason for this kind of behaviour could be lack of concern for their communities. Young people are more enthusiastic and are more busy with their daily lives. Most of the time, as they argue, they do not have time for such activities. But this assumption appears to be false. They can definitely devote time to this cause. It entirely depends on their disposition. By devoting even an hour to the improvement of the community they can help the community a lot. The younger generation thinks that the community is meant for adults and they are the ones who should work for it. But they are mistaken. They do not know how their help may be beneficial to others. The younger generation considers playing games, hanging out with friends and going to parties more important than their participation in the activities of the community. They consider the community activities monotonous and mundane. They prefer ,say, going to a movie or playing basketball to serving in the community. They believe that they can have a lot more fun than being stuck up in working for the community. They do not realize how important it is to help their neighbours and all the people connected with the community. Perhaps, a possible reason for their reluctance may be lack of knowledge of the pros and cons of having a community. Adults, on the other hand, have more concern for their communities. They know its importance more than young people do. They are the ones who can inspire young people by telling them the importance of these communities, their advantages and disadvantages. If every youngster devotes even an hour to serving the community, they can help a lot. "
560660.txt,P2,SPA,medium,"        
             I completly disagree with this statment. I truly belive life can be enjoyed by a person of any age.
          First of all I belive that just like their are allways different views of life their are also different ways of enjoying life. For example for a kid, a life full of joy may be deffined  bye the abillity to run and play. For a teenager joy may be in the art of being in love or taking risks and learning. Then again an elder may expirience the same ammount of joy than a young person just bye laying down on a hamac on a sunny afternoon to remember beutifull times, or to read his favorite novel. 
         For example if I was an elder I would love to recall my past expiriences whith woman and tell them to my grandsons.
And the stories of grandma and I to my grandoughter.
And then again as I am young their is the beuty of learning and expiriencing what I will later tell my grandchildren.
          Their is a time for everything and in these times you may enjoy life in manny different ways. 
","I completely disagree with this statement. I truly believe life can be enjoyed by a person of any age. First of all I believe that just like there are allways different views of life their are also different ways of enjoying life. For example for a kid, a life full of joy may be defined by the ability to run and play. For a teenager joy may be in the art of being in love or taking risks and learning. Then again an elderly person may experience the same amount of joy as a young person just by lying down on a hammock on a sunny afternoon to remember beautifultimes, or to read his favorite novel. For example if I was an elder I would love to recall my past experiences with women and tell them to my grandsons. And the stories of grandma and I to my granddaughter. And then again as I am young there is the beauty of learning and experiencing what I will later tell my grandchildren. There is a time for everything and in these times you may enjoy life in many different ways. "
