essay_id,topic,context,sentence,label
1773871.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"There are so many successful people In my country. they won the risk of the situation. In my opinion, Successful people try new things and they might be success. they always research new things and make a lot of money. Korea has some international companies. Samsung, LG, Hyundai, Kia, Fila. etc. They tried new things and took risks. For example. Samsung had to choose the future industry between memory chips and the airplane industry. and finally when they choose the memory industry, Almost people worried about that. because Samsung did not have any other know-how and information. But now Samsung is very famous for memory. and electronic hardware. But successful people can not always win the risk. Sometimes They get into trouble with financial problems. even their company can not stand anywhere. For example, The samsung owner Lee, Kwun-hee likes cars so much.",He is famous for car mania.,0
993195.txt,Young people enjoy life more than older people do.,"LIFE IS LIFE! Young people enjoy life more than older people do. I don ` t agree with this sentence. Because some old people are young , so they enjoy life. Also all ages have different surprises in life. When people are young, they can enjoy life so much. First of all, everyone must enjoy life every age, other wise you can bore in life. But when you are young, you can enjoy life more than everybody else. Because you want to try everything in the world. You want to go everywhere with your friends. When you are young, you have lots of energy to do something, you want to live life, you want to see everything. Sometimes you can learn some lessons about life. It can be good or It can be bad for you. Also, when you make lots of things, I will look for extra things. You want to live in city life. You can go to bars, cinemas, restaurants. like lots of things. Also you want to earn lots of money to buy expensive toys, because this is life. But in ages you will be an old man or woman. You can live lots of things but without something.",Because in the first paragraph I told you.,0
1147528.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"Have you met a person who is knowledgeable? You might say in your heart. How creative and smart he is! But have you tried to be knowledgable like him? It is definitely not a sophisticated task if you know the benefits from being knowledgable. Indeed, if you have broad knowledge of many academic subjects, you will be more successful in your personal life and in your practical career. First of all, just imagine yourself knowing a huge variety of knowledge. That in fact will make your personal life easier. it will also help you to face many problems in your daily life. As we all know, you may face many challenges in your life and without being broad knowledgeable you can not control all matters. In retrospect, I still remember my uncle who was very knowledgable. I was a big fan of his. I used to ask him. ""my uncle, what makes you successful in your life. ""He answered, "" learn and learn until that last moment of your life.",That will make your future brighter.,0
1509352.txt,Young people enjoy life more than older people do.,"People usually think that young people enjoy life more than older people do. But I do not agree with  that. In my opinion older people enjoy life more than youngpeople. Firstly, today, people in the world are more and more.","As a young man, they will find a lot of challenges, that means older people can not think.",0
1404823.txt,"In twenty years, there will be fewer cars in use than there are today.","The thesis that there are fewer cars in use than today can be discussed controversially. Many points have to be considered in the global progress of economy, culture and maybe even events you cannot calculate with. In my opinion the number of cars in twenty years will most probably increase. There are different reasons why. The economy tries to sell more cars and did very well in the last decades. So I wouldn't expect them to work less effectively during the next twenty years. The trend goes to more consumption and the automobile sector is huge in a time when flexibility and local independence are wanted from companies. Also the basic for driving a car, petrol, is secured for the next hundred years. That makes it even more unlikely that a branch will increase its production.",One actual topic is interesting when I consider it might be the way that fewer cars will be produced.,0
1082317.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"When asked the question what the key to success is ,different people may hold different perspectives as per their own experience and behavior. Some people believe in doing the same thing repeatedly to excel because they believe that this way they will be successful;but , I agree with the statement that successful people try new things and take risks. The reason, I think, is that We learn a lot while doing something new and it opens the door to success. Therefore, by trying new things and taking risks,we learn something new which leads us to succeed eventually. One reason ,I believe that trying new things leads us to succeed is that new attempts always explore the new area of growth for us. When we try something new we learn about that field which helps us to grow. Take my wife's example. She was working in a pharmacy as a pharmacist and she was very fond of female make up. At the beginning of her life she tried to make an attempt to work as a businessman. Surprisingly she has had tremendous success and now she is running her own beauty saloon.",Successful people never stick to one profession.,0
905111.txt,"In twenty years, there will be fewer cars in use than there are today.","The statement affirms that in twenty years there will be fewer cars than there are today. Agree or do not agree with that statement it is not a matter of mere opinion but a matter of what will be, for the next twenty years, the goals of the governments and their population, and why not the private companies. On the one hand, It could be possible to agree with the statement if we think that in the next twenty years all the states with big populations will be able to offer other secure and massive means for transport, for example. In that case, and only in that case, it could be possible to begin thinking in fewer cars in twenty years from now. That possibility implies that governments will have at least to make strong compromises. One would be with its own population, trying to offer them different effective means of transport for all of them. The second compromise would be with the environment, trying to respect not only the well-known Kyoto Protocol but, of course, trying to avoid any kind of damage to the environment due to pollution problems But on the other hand , we can also view the coin by the other face. Even if technology can be improved during the next twenty years, it will be very difficult for normal people to achieve all the advances. In that case, in the non-developed countries and maybe in many developing countries, cars could keep their own place as the main means of transport. It is not too difficult to think about the implementation of the changes in the case of Africa, the poorest continent of the world. Even in Europe could not be possible to erase or to decrease the number of cars in the next twenty years.","There are many countries with problems in that particular area that have been trying to solve them, such as Italy, Spain and France.",0
821471.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"Since many years, schoolchildren have to learn many academic subjects. It is a kind of selection to have the best ones. To a kind of certain person it would be better to have a broad knowledge of many academic subjects than to specialize in one specific subject. To the other one it is not. In this essay first, the advantages will be treated. Then, inconvenient will be explored. First of all, as you well know, scholarships are a real selection of which person will be able to follow the university course. To only have the best people in its schools. However, the more the student succeeds in school, the closer he is to a specialisation such as a Master's. Indeed, when a student wants to do long studies he has to do a Master's in something. So, every single person whose wants to do long studies have broad knowledge of many academic subjects earlier in their school days then he specializes himself in one specific subject to be someone with a job. It is a really good system to proceed like that.",If you want to know many more things you can do it with several specialization.,0
161171.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"People can choose between having broad knowledge of many academic subjects and specializing in one specific subject. Some people prefer studying broad knowledge of many academic subjects because learning the academic subject of one specific subject provides narrow knowledge for people. However, I strongly prefer studying the academic subject of one specific academic subject because it strengthens people's exciting studying environments and future occupation needs professional knowledge in one specific subject. First of all, I prefer specializing in one specific subject because it provides people with exciting learning environments. Learning many academic subjects needs a lot of time. Moreover, if some academic subjects are not interesting to people, then the environment discourages people's studying ability For example, according to a study by one of the most famous professors Dr. Kim, Republic of Korea, 68. 9% of people like learning one exciting academic subject because it makes people's good studying circumstances. In this sense, I would rather specialize in one specific subject because it strengthens people's exciting studying circumstances. In addition, I would rather study the academic subject of one specific subject because my future occupation needs professional knowledge.","Our special occupation in the future is generally only one such as teacher, nurse and doctor.",0
1038393.txt,"In twenty years, there will be fewer cars in use than there are today.","Can you imagine your city with fewer cars? I think that I can imagine Madrid, where I live, in that way but I think that it is going to be a hard and a long task. The environmental problems, the price of gas and the parking spaces, the traffic jumps and the cheap and fast alternatives instead of the car will push towards the direction of fewer cars. One of the many reasons why I think that there will be fewer cars in twenty years is that the pollution in the big cities is a big problem and many people have, and will have, diseases due to this.",The alternative is cars that are friendly to the environment such as the new cars designed by the Japanese brands.,0
997307.txt,Young people enjoy life more than older people do.,"When I was a little boy, I always thought about "" Why does Uncle Can look sad? "". It was the times that I tried to create new thoughts in my mind and tried to find out why we happened to be alive. Uncle Can always looked sad and he always said he said something to deal with in his mind.","I tried to find and solve what he had in mind with my insufficient logic -like I said, I was a little boy then- , which i solved lots of times.",0
554713.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,I agree with the given statement.,"Let us first define what ""fact"" means.",0
1273655.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"When I was a lazy student, I always tried to make out why my teacher insisted on teaching these ideas and concepts. Now I have grown up and got the main idea step by step. Concepts and ideas must be learned clearly to predict the facts. First of all I totally agree with this situation. Not being able to understand ideas and concepts and then predicting or learning facts means wanting to run not being able to learn how to walk. For example there are two students in the same class. They are good friends there.",Student A tries to understand basic things and after all the notion.,0
66530.txt,Young people enjoy life more than older people do.,"I agree that young people enjoy life more than older people do. Young people have a lot of power and energy. If they don't use those for enjoying life, I think that is a very wasteful way to live. They should use those at a young age. Now I am young. I am a high school student. I think I enjoy my life more than older people. To go somewhere with my friends, to go shopping with my family, to chat with unknown people on the Internet, to find pictures, to find friends, and more whatever. Some of them are needed to young power. Some older people can do these things. But when I become an older person, I think I can't do these things. Because I will lose power. I might be tired early.",I know I will become like my thinking.,0
1067059.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"I agree with the statement that specialised knowledge in one subject is better than going for many. Firstly it is not fashionable to have a command on many subjects ,,if you want to really engender this prodigy then you may land on no mans land. And if you select any specific field like Biotechnology, then you can have many things to back its knowledge through involving yourself in many pertinent fields like Molecular Biology , Immunology etc, constituting a part Of Biotechnology but if you want to study Biotechnology with Physics then how can you formulate your concept in those different fields? Also if you have a command of one very specific subject then he can take that for his research work and come up with naive steps to really improve the current state of that particular subject and this is only and only possible when you hone your talent on one subject and study its every aspect in detail ,,and mind you it will take atleast 10 to 15 years to a good command on one subject,, So, one needs to go for his subject of his choice like Chemistry , Physics, Dynamics, fluid mechanicsetc. and take that along in his or her carrer so as to make that his only subject and having a grasp of that subject in detail.","One Professor In the Cancer Biology field spends 30 years of research and then too he says at his 60 years of age and 30 years of hard core research experience that he still cannot confidently say what is the "" what is the real cause of uncontrolled check points in the cell cycle"".",0
1102227.txt,Young people enjoy life more than older people do.,"Everyone wants to enjoy life and live happily. We are all different and can not be the same in appearances and preferences. As industry develops, people get more chances to enjoy their life in various ways. For example, before the invention of the airplane, travelling around the world was not as easy as nowadays.",But we have a lot of things to do in our free time.,0
1659151.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"First, we have to identify what a successful person is. In a general way, it is somebody who realizes something which makes him richer in a psychic or material way. Do we need to act in a creative and brave manner to be successful? Is it necessary to show all those virtues to be successful? Is it the only condition to be successful? On the one hand, successful people need to be recognized to be considered as successful. So, it means that recognition is mandatory to be successful. On the other hand, somebody may have a lot of virtues and those two mentioned before and however being unrecognized. It is possible for people to try new and dangerous things like BASE jumping, but without being outstanding and recognized, this person is not yet successful, only in a private manner like in his family which I would not call successful. The second issue to look after is if it is possible to get successful without any of those virtues. First, a successful person can show only one of those virtues and be successful.",Somebody creating a new show but based on the same rules as another great and successful show can make him successful without taking any risks.,0
1166105.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"So different are personal experiences and emotional among people with diverse cultures that thousands of individuals might hold thousands of opinions. As far as I am concerned, I generally agree with the assertion that successful people try new things and take risks rather than only doing what they already know how to do well. First of all, one of the central reasons that can be presented for my position is that things that have been done by successful people take a long time to make them better. Examples can easily be found to support my view. The most famous inventor, Edison, invented light in the very early period. However, he didn't spend time on how to improve his invention well. After long time of life experiences, others improved the light better, such as the colour and the used time. Under the circumstances, successful people try new things and taking risks is much better. Furthermoreaddition, another equally crucial aspect is that a new thing coming come out can increase the possibility of others related new products' inventions. This example can tell you right.","The light came out soon after the invention of electricity, because these two inventions have something in common or relation.",0
1661173.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,Students are of different types and the way of preparing for their subject and the way they approach the subject are different when compared to each other. Some people go around the concept and the ideas of the subject and what the main aim and the use of the subject are and they go in a different manner to get the subject.,"Some students just blindly take the text books,and not only text books and they collect a lot of material and they just go blindly reading those facts that are in the books and material,so in this case the students wont get the practical knowledge of the subject and just blindly know what the subject is.",0
358795.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"I agree with the statement that it is more important for students to understand ideas and concepts than it is for them to learn facts. I support this statement by giving reasons and examples in the following paragraphs. firstly,students should understand ideas and concepts because it makes them understand clearly and accurately. Understanding ideas and concepts of a particular topic makes their work fast and perfectly. For example suppose a student wants to give a seminar on the topic of spacecraft he or she must know the concept of the seminar clearly and thoroughly. So that he or she can generate more ways of elaborating on the topic which can be helpful during the seminar. Secondly,learning the concepts makes a person more perfect in the topic which he is working on. so that he can generate new ways and methods. for example during the preparation of an experiment the scientist should know the concept of the experiment so that he can work well and avoid risks and harmfuleffects. Buy understanding the concepts and ideas clearly and correctly one develops more knowledge and data regarding the topic rather than learning facts. Thirdly,facts are the material which has been developed already which can not be developed further.",but understanding an idea and concepts we can further discover and invent new ideas from the ideas we have.,0
735597.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"Education is a very important part of one's life because it affects people's future and their knowledge of life. Nowadays, schools are almost every where in the world, where people would try to get as much education as possible, so they can be the top person. Almost all modern schools teach many subjects to the students, such as Maths, science and history. However, learning many different academic subjects is not as good as specializing in one specific subject. Learning many different academic subjects has some benefits. Most importantly, people get to know many things and know briefly about everything, so they do not have to rely on others to do the work. Nevertheless, as the world is improving, the world is smaller because of the transportation of things and information. People can get others' strength more easily now. For instance, a science student can get really good information on the history, a subject he/she is not good at, from the internet by a good historical student. This would save a lot of time for the science student to study a lot about history in order to understand the material well. Therefore, specializing in one specific subject can save a lot of time on studying the subjects one do not need and the saved time can be spent on the specific subject. Thus, specialization is better.","Not only is information going around fast is the reason why students should specialize, but also because of the good future.",0
1226973.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"It is true that learning many kinds of knowledge of academic subjects is good. However, it is also true that learning a specific subject is better to be specialized. I strongly agree that teaching specific subjects to students is more efficient. There are several reasons. First of all, most students learn a lot of subjects in school and have exams in each semester.","However, it is not necessary to become a specialist in one part.",0
1113295.txt,Most advertisements make products seem much better than they really are.,"In our century, advertising is everywhere. We have to deal with and to be aware of advertising's tricks. To my mind, most advertisements make products seem much better than they really are. Indeed, the aim of an advertisement is to sell a product. That is why they are ready to say everything which can convince you to buy it.","People who do advertising have not the due to say the truth, their goal is only commercial, not educative.",0
1005892.txt,Young people nowadays do not give enough time to helping their communities.,"Every community has many types of people. There are children, young people and old people.",each part of those is helping develop their community even if they dont realise that each of them has their way such as young people helping their community by getting educated and having a job and forming a family.,0
1364947.txt,Young people enjoy life more than older people do.,"I have to agree that young people enjoy life more than older people do. Young people have good health, a strong body and they are very active. Young people have good health and they don't need to spend time in the hospital and taking medicine. They enjoy their time doing many interesting things such as swimming, travelling , football and so on. On the other hand, older people spend most of their time either in the hospital or taking medication for their illnesses. they don't have much time for fun. Young people are strong. they have a strong body which helps them to carry heavy things.",they can carry their children and play with them.,0
1046120.txt,"In twenty years, there will be fewer cars in use than there are today.","The car is the best instrument for our convenient life. Most people buy their own car if they can afford it. However, in the future that is portrayed as more speedy and comfortable than nowadays in some movies, we may discard our cars and the cars will be just a huge waste of time. There are some reasons to explain this opinion. These days are changing and developing faster than in thepast. Some people have already visited out of earth, and lots of satellites are being thrown on the earth.","Instead of using cars, they will move away by their personal flying like a plane or themselves.",0
929457.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"Mankind always needs to try to reach good lifestyle standards therefore trying new things is a very important aspect of human life. Everyone has a different point of views about the idea of trying new things. Some assume that successful people try new things and take risks rather than only doing what they already know how to do well in contrast, some think that people should execute things which they already know how to do well. I actually agree with the first idea. these are my following reasons Firstly,success is related toresponsibility. When successful people try new things and take risks they trust their responsible characteristics. For example i know a professor who is so successful at his job. Furthermore he always knows his duties and behaves according to them.",In addition to this he never leaves his jobs because ofluck.,0
360807.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"Some people think that it is better to learn about lots of subjects instead of specializing in one specific subject. I prefer the second posture, studying one specific subject. I think like this because I would like to be the best person in the world to deal with my future job. If everyone thought like me, there wouldn't be a competition to get job posts. I prefer to do my best in the subject I like, rather than performing not so well in many academic subjects. This decision should be well thought by everyone. If we want to have a perfect world we should dedicate ourselves very hard to the subject we like. In my opinion, when somebody finishes his or her career and has the doubt of having a master's in that subject or studying another thing to broaden his or her knowledge, the decision should be the first one mentioned. Having broad knowledge has its advantages too. For instance, if some one needed help, you would be able to give him a piece of advice, but this piece of advice won't be the same one given by a specialist in the subject. To sum up, I think in the world there should exist people with both types of knowledge, so as to complement themselves in a good way. But, I think that there is more need for specialists than for people with broad knowledge. This does not mean that specialists will know only about his subject.","Then, when he finishes his Master's, he can incorporate knowledge of other types of subjects in a different way.",0
73721.txt,Young people enjoy life more than older people do.,"Young people enjoy life more than older people do? yes, i agree with this opinion. Obviously, today we enjoy our lives more than the older generation, because we face a different time. First, with the development of our society, young people have more chance to learn about different life on this planet through TV programs, the internet or other media. A young man always has a great interest in new things. They like to enjoy different life and are eager to get more amazing experiences. For example, in china so many older people spend so much time caring for their grandchildren, or staying at home to watch TV. They always enjoy this kind of life and do not want to change again. but for young people, they can invite some friends to climb a mountain or drive a car to someplace, even though they have not much money. They do not want to waste their time when they are young. Second, as we all know, in china the older generation must work harder and harder, because our parents were not rich and they must earn more money to support their family. they spent their time working. when they want to enjoy the rest of life, they have already had no time or no interest in anything. but now so many young people have been born into good families, they can enjoy their life as they want, because their family can afford their consumptions. In recent years, so many young boys have been sent abroad to study by their parents. under the help of their parents, they can enjoy a new life in foreign countries, they can do anything if they want to.",There is a big difference between young generations and older generations in china.,0
562974.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"I disagreen that successful people try new things and take risks rather than only doing what they already know how to do well. There are three opinions in my mind to talk about why i disagree with this statement. At the beginning of the statement, I think one of the important reasons that people can be successful is because successful people have already done this thing as they are successful ,they use more time than other people , they continue their work all day , not give it up,so they are successful. It is not too easy to be successful for every successful person. Second, successful people do the same as other people. They just have more experiences than other people , At this time, they would have many experiencesto fair when they do this thing but nobody knows it. Successful people are not cleverer than other people,only harder working than other people. Third, new things not only have already been tried to , they need more time to think and to get some information to find some notes about them,successful people can not try new things when they have not already.","Therefore, they change some opinions which they already know how to do well.",0
810079.txt,Young people enjoy life more than older people do.,"Yes , i do agree with the given statement that young people enjoy life more than older people do. This can be explained with various examples. To begin with , the elderly people didnot enjoy many privileges.",Society was not that developed.,0
1581339.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"In my opinion, successful people try new things and are likely to take more risks. The main reason would be the fact that when a person manages to achieve a goal, he wants to have something new and more difficult to do. Human beings are hardly satisfied and I can't help thinking that when somebody has succeeded in something, he will always want more. Alpinists, for example, don't usually stop climbing after they manage to reach their first summit. They always want to climb an other mountain , harder and higher. Napoleon's Bonaparte, the french emperor and conqueror, didn't stop going on war and facing battle until he was finally defeated. And I think because he was successful for the first time, he couldn't get rid of his willpower. An other reason would be the fact that successful people can start being bored by what they do, even if their activity matches success. So to avoid this phenomenon, they just start a new thing. We can find this kind of behaviour in sports. We can take the example of a great champion such as Valentino Rossi, who had won dozens of world championships. Well, he is now looking forward to becoming a Formula one driver.",Because he wants something new.,0
1132436.txt,Most advertisements make products seem much better than they really are.,"In this newspaper, people easily find the advertisements, they take place everywhere. People can find the advertisements not only on the TV, but also in the newspapers. Furthermore, people buy many things because of the advertisements. The advertisements always look really good and make people want to spend money on them. In my opinion, I think that most advertisements make products seem much better than they really are. The reasons are the owners want to earn money, and the advertisements are decorated and exaggerated. The first reason is because the owners want to earn money from these commodities. For instance, if the advertisements look really terrible, no one would want to buy them and spend their money on them. Therefore, the owners willn't get any money and welfare from them. Secondly, most of the advertisements are decorated and exaggerated. For example, the iPOD is really fashionable these days. The iPOD advertisements always say that it can contain over 1,000 songs and won't run out of batteries at least 14 hours.","However, after I spent my money that came from my salary for a part time job, I was really sad about that.",0
1474549.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,Knowledge is power. Knowing a little of everything is better than knowing a lot of one thing in specific. When you have a lot of information in your brain you will be able to have great conversations with other people.,You will be able to feel more comfortable taking and being more social.,0
1088494.txt,Most advertisements make products seem much better than they really are.,"Advertising has always been an interesting discussion topic for people. some people think that advertising is not very effective and does not do any wonders. on the other hand, there are also some people who think that advertising really has alot to do. and I think, I would be counted in the second group. Advertising may make anything better by a good picturization of that product. the better the picturization, the better would be the fascination towards the product. and looks matter alot. for example, we go to some coffee shop and there we see alot of coffees and all the coffees are totally unknown to you. which one would you like to have? certainly, that looks most appealing to you. isn't it? that is where advertising comes into the picture. Its magic of advertising. Advertising enables us to show the good sides of anything.","as we all know, that anything in this world is not perfect.",0
1928371.txt,The best way to travel is in a group led by a tour guide.,"Travelling is now very common in our cities. People generally always want to go to either the new place or the place which they have gone to before because they want to know in detail about that place. Some people want to go alone or some prefer to group. However, I personally prefer that when I go in a group, it must be led by the tour guide. Because tour guides have detailed information about that place , they have also explained in an interesting way and also werey to follow the group. Travelling in groups is fun but it is more enjoyable if the group have a person who explains about the place in detail, i. e a tour guide. when we go to the new place, we have superficial information about the landmarks, museums etc. However the tour guide has detailed information about things like detailed history, importance and significance of that place. Travelling is worthwhile if we get all the information about the place after spending a lot of money. Secondly, tour guides know how to keep happy to all the people in groups. They make some funny statements, and sometimes jokes. Sometimes, the information is real but it is conveyed in a group such a way that everybody laughs. For example, I went to visit a museum, i. e Tajmahal in India. This tajmahal is built by the Sahjaha in love of the wife.",Everytime our tour guide asked us what our husband would make for us in future.,0
109578.txt,The best way to travel is in a group led by a tour guide.,"Travelling is a must in our century. The best way to travel is in a group led by a tour guide. Travelling in a group is important for people who are visiting a new place or country for their first time. for example, when you take a vacation and decide to visit a country for the first time, it will be better to travel in a group.","Moreover, as you you visit many places, it will be fine in a group led by a tour guide.",0
1890313.txt,Young people nowadays do not give enough time to helping their communities.,"In my opinion young people nowadays do not give enough time to helping their communities. Generation after generation people are more and more selfish. They think only about and for themselves. Ecology, seniors and underprivileged people are given up by young people today.","Since the beginning of history, humans have decided to live in community.",0
1709829.txt,Young people enjoy life more than older people do.,"""Young people enjoy life more than older people. ""Yes,I agree with the given statement perfectly. For several reasons as follows, * At a young age people are not yet mature as people of older age,so that they can enjoy life with out any limits. * Similarly there is a lot of difference in their daily life span of living, such that young people don't have that much responsibilities when compared to older people. * If we consider an example, the young man who has not got married. He enjoys his life with his friends and parents in many ways, such as at parties at functions etc. ,because he does not need to go home earlier than he did not get married. * But where as the old man who got married had to go home early because he had a lot of responsibilities in his family. * Because the old man lives with his wife and the children that there is so much work to do. * But where as the young man will enjoy till the midnight of the parties wherever he likes. * If we note the fact that this old man also enjoyed his youth so much that he now has some responsibilities. * The young people also have some responsibilities internally, about the future and their studies. But these are not the major problems when we compare them to the problems of the old man has in his life. * And another thing if we note that some older men also enjoy it a lot more than the young in some situations, such that these older men are already settled in their life and also the life of their children is also with a lot of money in their pocket. * But these situations are very rare ones because some old people get settled and some will not succeed in their life.",Similarly some old people get settled soon and some will be late.,0
477986.txt,Most advertisements make products seem much better than they really are.,"Humankind always needs to earn more to reach good lifestandarts. Therefore the amount of money is a very important aspect of human life. Everybody has different points of views about how they must earn the money. Some assume that advertisements are the best way to show how your product is to the customers. I personally think that advertisements make products seem much better than they really are. The reasons are; to sell more, to be the biggest company in the market. First of all the main reason why the products seem better is to sell more. With a cheap advertisement one can easily sell a lot of his product. For example Burger King is one of the largest fast food restaurants in the world. Therefore they need advertisements to show their burgers. On the other hand their new burger, woopeer menu, misleads the costumeers. In their advertisements they use a huge photo to show what a big menu it is. Plus they also show big meatballs.","But a throuth is one burger can never be enough, you must eat two or more to postpone your hunger.",0
1728651.txt,"In twenty years, there will be fewer cars in use than there are today.","I love my car and can`t give up using it and I don ` t agree with the statement that says there will be fewer cars in twenty years than today. I have three major reasons to say that. One of them is that newer types of car are being produced and the second is that transportation by car is ok for many people and the third one is the expense of the changes that have to be made for people to transport The first reason for not agreeing with the statement is that i think rather than extinction, newer types of car are being produced. These types include cars which work with electrical power, hydropower and in the next future i`m sure there will be cars which will work with many other things. There are also plans to create cars which are flying near to the surface and this will provide a place for some more cars. The second reason is that i think there is no other way of transportation rather than cars which are so effective and so cheap. Now the usage of cars is very huge. There are other ways of transportation for example planes.",They can`t belong to anyone in the world but a car can be used by mostpeople.,0
136505.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,Understanding ignorance is far more important than knowing the facts. understanding is the best way to learn said by my teacher.,"humans developed years together by understanding rather than knowing the facts from the early stone age we understand concepts rather than knowing ,for example we came to know about fire, by rubbing two stones together thus understanding the process of combustionby using stones.",0
1142118.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"In many situations, as human beings, people are often caged or trapped in a knowledge-cage and only some exceptions will occur once in a while. Not saying that knowing alot is a bad idea, but specializing in a particular area is the step to leaving your name in a history book. The depth of which a particular area of knowledge is explored is far more beneficial than having a broad knowledge of every academic subject. Therefore, i strongly disagree with the statement, since it only guides you more into a --- normal person. From not only historical evidence but also personal experiences, specializing in a certain area of knowledge would surely make you special from all the rest, not only so, it is the best way of leading to success in future life. To begin with, a famous biologist english plant scientist has made the most remarkable achievement in the area of biology. But, when you ask what he differs from the rest of the biologist scientists? This is because of his consistancy and specialized work in the observation of pea plants; he studied the same plants for over 20 years and thus, finally he got the Nobel prize for his achievements. Not only, will he be remembered but his work of investment and achievement on the grounds of genetic coding will also do great benefits to the rest of society. Further more, a famous French writer called ""Silva Plyth"" is famous for the poems that she wrote, the sadness and emotions through her poems; by reading her poems, emotions and a sense of sadness would soon arise. She is not any different from any other poet but, the only aspect which is different would make her so famous, is the fact that her uses of metaphor and the descriptions of surroundings are known to be so precise and carry a sense of shady cloud through reading her work. This, made her work still popular and is now what many modern poets are looking to achieve and trying to copy her style.","Lastly, Not only are people that are in the academic area famous but also, one of the most famous people who most people would know is, "" The Great Michael Jordan"" he is known for his basketball skills.",0
1497860.txt,"In twenty years, there will be fewer cars in use than there are today.","well, it depends on the city where you are going to live! I agree with the point of view in general. maybe in 20 years the changes in daily life will change,and reduce the amount of cars. I mean, in 20 years, people will work at home, because they can work from their homes, Because of this, they need fewer cars than now. another reason, the pollution.",The environment suffers nowadays with real and strong problems.,0
253215.txt,Young people enjoy life more than older people do.,"During life there are different periods and ages which each of them improve wider differences. The point of view of each period depends on the life experience, the good or bad looks, and how we take the events. Because the needs are totally different among ages. When we were children.",Our enjoyment is exploring the world which is around us.,0
1879085.txt,Young people enjoy life more than older people do.,"I do agree that young people enjoy life more than old people do. Young people are young,they have time to do what they like. They may go to a dance hall every night to share a wonderful time with their friends,or sleep for an entire day just because it's comfortable.","Young people are inexperienced,so they can try everything that they feel exciting.",0
