essay_id,topic,context,sentence,label
1689041.txt,Young people enjoy life more than older people do.,"Nowadays young people are confronting increasing pressure from working and studying, and they are rushing into a rapid life everyday. Although it is true, I still persist that young people enjoy life more than older people do. It is generally accepted that almost all products of new technology are accepted, mastered and being used by young people first, so do the ones to provide convenience and enjoy themselves. Young students, for example, have got used to using cell-phones while their grand parents still use old and big normal telephones.","Although airplanes have been common in China for tens of years, some older people still refuse to travel by airplane, because they think it is dangerous and a waste of money.",0
1090891.txt,Young people enjoy life more than older people do.,"In general, younger generations enjoy their life more than older generations do. This is because young people have knowledge or skills to adopt now. Older people find it difficult to do that.","But, older people had the time to adjust to the world, and they must have enjoyed it at that time.",0
838581.txt,Young people nowadays do not give enough time to helping their communities.,"Nowadays, most young people don't know what misery is. I'm talking about countries like France, the USA or Germany, and so on. Countries that are rich. When you have everything you need, you can not imagine that you could help people who would love to have your help. I agree that nowadays, young people do not give enough time to helping their colleagues. But this is not true only for young people. Nowadays, in our society, everyone thinks about him before someone else. It's called 'selfish'. And i definitely can not agree with this because even if we have the chance to leave in a rough country, poverty exists. Young people and also adults have to pay attention to their community. But if we want young people to help, adults have to show an example. We must have a lot of people who help each other because it is so much easier to live this way. First, when you help someone, you bring him so much happiness that he will feel much better quickly, and you give yourself a good satisfaction by doing it. But the man, or woman you did help will do it for someone else. And this other person for another, and so on. By the way, if you think about this, by helping each other, this is all society who will feel better,and if there are more people doing this, after a while, fewer people will need help. I know it's not possible to solve everyone's problem, but it's a dream that can come true.","There are 6 billion people on Earth, so is it better to have 6 billion people who don't care except themselves, or is it better to have 6 billion people who are crew.",0
216699.txt,Most advertisements make products seem much better than they really are.,"I agree with the statement that most advertisements make products seem much better than they really are. There are three reasons for this. First, the goal of a company is to sell the product. Second, advertising makes people buy their product in an individual way. A company which owns the product's goal is making their profit and that way, the company makes people think that the product is necessary for them. The company's goal is to sell as many of their products as they can. Therefore, people who are making an advertisement make it look better than the real product and use it in the advertisement. For example,. in the Taco Bell advertisement, the half-pound beef and potato Burrito looks bigger than the burrito from Taco Bell in our town. Advertisements make people think that the product is a necessary item. A few days ago, I saw an Old Navy commercial, They kind of made me think that if I didn't wear their jeans, I just didn't belong to our younger men's community. So, I bought the product but It looks the same as the jeans I got two months ago. The advertisement is for a company which is selling the product's profit and it makes most people think that the product is what they need. I was kind of addicted to television home shipping a few years ago, the seller in the homeshopping mentioned what kind of people need their product. He said, younger or older ladies and gentlemen.",Instead of saying everybody.,0
1075656.txt,Young people enjoy life more than older people do.,"It is commonly said that young people enjoy life more than older people do however there are so many many points we have to consider before agreeing or disagreeing with such opinions First, and most importantly in my opinion it depends on the person 's character rather than his age. Some people prefer a sedentary life style ,like working ,going home , watching TV. etc. These people never get to have social life or they tend to keep it as minimal as possible.","Here I am giving an example of a younger person who would not enjoy much of life when he was young so when they grow older and retire ,they do not really have much hobbies or interests in their life so they would definitely say that young people enjoy life more probably because mainly when they leave home ,it is related to work.",0
669962.txt,Most advertisements make products seem much better than they really are.,"Have you ever an uncomfortable feeling, when you watch the mass media because of news? There is so much news and new information in mass media such as newspapers, TV, radio. Sometimes, we should think about whether it is true or not. Because most advertisements make products seem much better than they really are. For the person who wants to know, there are a couple of reasons. First of all, most advertisements try to emphasize the good point more than the weak point.","Eventhough it is not good for the body and it istroublesome, they just want to sell the product.",0
1785403.txt,Young people enjoy life more than older people do.,"In this text i will discuss the question "" Young people enjoy life more than older people do"". First I have to say that everybody will be old one day and this is my first argument. When young people think ""I will be old sometime"" they often think of ""but not yet and I have enough time to enjoy my life! "". Then young people often do something forbidden or something ""freaky"". For example I read about parcour. Parcour means that you run across a city and always run straight on even if there are cars, garages and houses. You just climb up the wall and then jump down and that is what many young people do. For older people enjoying life is often spending time withfamily, going travelling and reading something in which they are interested. For example can everybody remember his grandmother or grandfather doing something that your parents would never have allowed or something like that? And most people think that only older people have got the money to travel to hotels? Older people mostly just enjoy their life. But young people are often not allowed to do the things they want to do and often the parents are the reason for that.","So the real question is who can actually enjoy his life? but this would take too long so i will write my opinion on the question ""Young people enjoy life more than older people do"" I think that young people enjoy their life more than older people do.",0
263612.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"Through my experience, I can say that this statement is right. Take math for example, during my high school days, I had to answer lots of questions. A math teacher explained the concepts first, and then made us answer questions. If I could understand the concepts, it was not difficult to answer the questions. So when I studied other subjects such as chemistry and physics etc. I applied the same method, that is, understanding the concepst, first. Here is another example. In terms of parenting, especially money related, I think good parents are not the people who can give big money to their children but teach them how to make money. You might think this is a different story, but it is related to the topic, I think.",All parents want their children to be successful and rich.,0
1208494.txt,The best way to travel is in a group led by a tour guide.,"I agree with this idea that the best way to travel is in a group led by a tour guide. There are two reasons: relief and ease of the guide. To start with, i'm relieved when a tour guide leads us. Because she knows everything example, I travel to a foreign country. If I can not communicate in English and not my mother tongue, I worry about it.",I may not be able to listen to a guide and not to see the direction.,0
393450.txt,Young people enjoy life more than older people do.,"Whether young or old, many people have expectations of life. They all want to enjoy life, be in a good way for themselves. In my opinion, younger people enjoy life more than older people. There are lots of reasons or facts for young people to enjoy life more. Better physical conditions are good references to make young people enjoy life. Most young young people know that they have a better physical condition than the olders. A young person generally knows that he or she has an undeformed body related to most of the olders and finds himself or herself strong enough to perform a different job. For example they can play football whenever they want but the olds can not. Youngers can also try new and dangerous sports which make them feel excited. Younger people know that their age is an advantage to be in a good manner. Being a young person I know I have a bigger chance to live more than the elderly and that sometimes motivates  me. Before starting a hard job I know I can deal with that job as long as I want. If I face difficulties, I can spare bigger time for my job. Nowadays, it is true that knowing less information about life, people are better motivated to their lives.","It is important for people what they have learned during their lifetime, but when a person realizes the things he or she has faced, he or she doesn't want to remember them.",0
640975.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,`successful people try new things and take risks rather than only doing what they already know how to do well` yes i agree with this statement. in general successful people have taken this step before i know many people have taken a risk in order to achievetheir aims. for example Mr. Mohammed is the director of a company of construction. he was a modest worker before. one day he says.,why not have my own company? so he gets a long experience in construction then he tries to buy a small area of land then after he sells it for a high price then he buys other land.,0
1042567.txt,Young people nowadays do not give enough time to helping their communities.,"These days, young people do not give enough time to helping their communities. yes i agree with this. because the main point is they have no interest in helping others. some young people are giving enough time to help their communities. because they are interested in that. but these days young people are interested in going to the cinema whereas to help others. they are spending more time and more money on the enjoyable entertainment. but whereas in my opinion this is not true because,me and my friends have enough time to help my communities. we spend time doing that when we are free. So, now a days, young people prefer to enjoy themselves with their friends, familyand with others rather than to help in the communities. the young people should help the community. because it is very beneficial for communication and society. The main idea is that we help the community,by seeing our younger friends or any one,they may try to help the community. so that this will be increased by seeing one another.","Finally, it supports the community.",0
115743.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"I agree with this statemen. Successful people try new things because they want to get a new degree. There are several reasons for this. All people who have alot of achievements are n't satisfied with trying new things. As their ambitious force them a new achievement, they want to learn new things even if it is risky. They consider taking a risk about one different thing they didn't know before about it because these kinds of people don't like monotone life. In my opinion, this knife is better than the other. Trying new things adds to our lives numerous new concepts. For example, I like playing soccer. When I was in my country, I played soccer every weekend. After for a while, I was bored playing soccer.",I want to change something in my life style.,0
929457.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"Mankind always needs to try to reach good lifestyle standards therefore trying new things is a very important aspect of human life. Everyone has a different point of views about the idea of trying new things. Some assume that successful people try new things and take risks rather than only doing what they already know how to do well in contrast, some think that people should execute things which they already know how to do well. I actually agree with the first idea. these are my following reasons Firstly,success is related toresponsibility. When successful people try new things and take risks they trust their responsible characteristics. For example i know a professor who is so successful at his job. Furthermore he always knows his duties and behaves according to them.",In addition to this he never leaves his jobs because ofluck.,0
236714.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"My teacher always gives us facts and information. It's difficult to learn and understand. Once, i asked him about his way of teaching and i gave him my opinion about explaining the ideas to understand them. He thanked me and changed his teaching methods. I agree that it is more important for students to understand ideas and concepts. My reasons are listed below. First of all, understanding ideas helps students to expand their knowledge.","If the student gets only the facts without understanding, he will forget this fact fast with any useful.",0
653273.txt,Young people nowadays do not give enough time to helping their communities.,"Personally,I agree with the statement that young people nowadays do not give enough time to helping their communities. It is for the following reasons. First,young people have to learn more skills to compete with other people to survive. Second,young people are more self-centred than they used to be. In addition,young people do n ` t be educated to care about their communities.","First,young people have to learn more skills to compete with other people to survive.",0
1888446.txt,"In twenty years, there will be fewer cars in use than there are today.","In twenty years, there will be fewer cars in use than there are today. In order to explain this topic, we can show that this is a controversial point, depending on which condition you look at this situation. First of all, it's easy to think that the automobile industry is growing very quickly, and there are more and more cars on the road. This certainly leads to the increasing of the price of the train and the price of tickets in this last ten years. But, you can tell, that in the industry are trying to change this problem, not by trying to reduce the car industry, but by trying to find a new way not to pollutethe planet, like by biocarburant. Furthermore, It's nearly impossible to avoid people using their car, like for working people, or people living far away. And in addition, today, having a car, is also to be part of the social world, to be autonomous. However, You can also tell that the future of cars is not clear. When you see the fast evolution of all the other ways to be driven. Furthermore, lots of people prefer public transport as a cheaper way to go to work, and governments understand this and are developing this, like in hong kong, where you can do everything without anycar, or in London, where the city doesn't allowany car. Or even in strasbourg where the french government make cheaper tickets in order to encourage people to let their car at home. In addition, we can not plan clearly in which way the world will evolve. If you take as an example a developed country, because it's the one who will be more affected by this matter, you can already tell how they already try to develop other ways to move in and outside of their country. Take as an example, the train development and the decrease in the price in some companies helped by government. In order to conclude about the evolution of the number of cars on the road in twenty years, in my opinion, I can say I agree with the fact there will be more and more cars on the road, this due to the evolution of the population.","But with the news technologies, the bad effects of this on the environment and as a bigger scale on the planet, can be reduced, which is a good point, and as a matter of fact that the petrol resources in the world became really rare, which can be a real turn in the car industry, I hope in a good way.",0
1420564.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"I agree with the statement which deals with the importance of students understanding ideas and concepts more than it is for them to learn facts. Since students' childhood, teachers teach in a way that develops students' brains and so their own ideas.",The behavior of teachers is to push students to develop their own understanding of different subjects more or less important.,0
1495373.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"Some people might say that it is great to have a mastery of a topic. I agree with them but I don't think that being specialized in one specific subject is better than having a broad knowledge of many academic subjects for several reasons. First, in my opinion, having broad knowledge of a lot of different subjects is very important.","Somebody can be very proud to have excellent knowledge of biology, but is it really useful for today's life? Does he live better than his relatives? I really don't think so.",0
865467.txt,"In twenty years, there will be fewer cars in use than there are today.","I disagree with this statement. I would like to talk about my opinion with 3 reasons. First, It is a problem for us, humans. We already know the earth has a lot of environmental problems. I think CO2 is the most famous cause of destroying the earth, so using a car is a big reason, too. However we already know how convenient a car is. If the famous people or government said ""Stop using a car! ! "", we can't do it. The second, it problem is in the developed countries. I said about the car which made CO 2, but now they are researching some eco - cars in some companies, for example hybrit-car. Those are already famous, and sometimes we can see this car in my city, but it is more expensive than normal cars. On the other hand, there are some problems in the butteries, too. Some people worry about how we charge for electricity. If researchers make more services or think more useful ideas, those will be used by more people.","Then, how about the developing countries.",0
148182.txt,"In twenty years, there will be fewer cars in use than there are today.","The car has always been, since the time of its creation, an important means of transport.","While in the past, it was a reserved mean, which was the prerogative of the richest part of the population , nowadays it is used by almost 85 % of the world's population The question is: will it remain a successful mean in twenty years or will it be replaced ? Or even more, will it disappear? I think that all depends on the progress of technology in fact the improvement of the man's style conditions could allow a new born also in the mechanical field In fact, the discovery of new electronic elements could bore to new transportation means and so render the car useless, but on the other hand this research can never occur if there isn'  t any money and so money In my opinion, between twenty years, the cars in use will be more than nowadays and not fewer, but they will have almostly, new confort and qualities than the recent one.",0
819260.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"We can see many successful people in the word such as BILL GHATES and EINSTINE. BILL GHATES made a lot of money from creating a software called windows and EINSTINE made a great theory such as E=mc2. Even the way they succeed is different the common thing is that they gave their entire life to buildingit. In my opinion successful people don't try new things but try to develop the things they can do well. BILL GHATES met his first computer when he was 14 years old. At that time there were two famous companies called MACANTOSHI & APPLE(well later they united though). He tried to learn computers because it was very interesting. later at the age of 18 before graduating he made a school computer system by himself. This kind of result was possible because he constantly developed his talent. In my opinion, successful finding and challenging a new way is also important but constantly trying is also important.",EINSTINE is also a successful person is a physicist.,0
1648252.txt,The best way to travel is in a group led by a tour guide.,"Traveling for me is as important as eating and sleeping. In fact, i would like to travel three times per year if i have the chance but that never happened. In my opinion, traveling in a group led by a tour guide is more realistic and more enjoyable especially for visiting a new place. Therefore, traveling with a group led by a tour guide will always be my choice because that will save my time and money, give me the background information about this new place, and give me the chance to meet and get to know new people in the group.","First of all, since my budget is always law and fixed, traveling with a group maximizes my spending costs.",0
1364947.txt,Young people enjoy life more than older people do.,"I have to agree that young people enjoy life more than older people do. Young people have good health, a strong body and they are very active.",Young people have good health and they don't need to spend time in the hospital and taking medicine.,0
1956445.txt,Young people nowadays do not give enough time to helping their communities.,"Young people nowadays do not give enough time to helping their communities. I agree with this statement because everyone now only cares about himself and does not think of others , others represent their communities. Everyone has a community to live in ,but do not give it enough time to help. What is your community like? Your community is representing you. If you do not give your community a time to help you, you do not even help yourself. You must think of the time that you give your community because if you help your community, your community will develop so you will develop and you will think better to have a very good and connected community. Why do young people not give their community enough time to help. I think that they do not think of this or this thing or even do not come to their mind. For example my cousin works very hard to get a very high salary and to have a very comfortable life and to get his family happy with what he has done but he did not think that he could get his community time to help. maybe if he thinks they will help and this is why young people do not give their communities time they want someone to tell them because they only think of what they have and what they will have and ignore their communities.",Communities are the more important thing or the first thing in young people's lives than other things because you are growing and starting your life with helping from your community and you must try to give time to helping your communities.,0
358795.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"I agree with the statement that it is more important for students to understand ideas and concepts than it is for them to learn facts. I support this statement by giving reasons and examples in the following paragraphs. firstly,students should understand ideas and concepts because it makes them understand clearly and accurately. Understanding ideas and concepts of a particular topic makes their work fast and perfectly. For example suppose a student wants to give a seminar on the topic of spacecraft he or she must know the concept of the seminar clearly and thoroughly. So that he or she can generate more ways of elaborating on the topic which can be helpful during the seminar. Secondly,learning the concepts makes a person more perfect in the topic which he is working on.",so that he can generate new ways and methods.,0
473771.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"I think that both of these options are very important for a student. Of course, it depends on what is your field of study. For this reason I would say that I disagree with this statement. For example if you are studyinghistory, it is much more important to learn the facts and the dates of the history passages, than you have to understand ideas and concepts, but of course this is also a very important knowledge that is required ofyou, as a historian , to have. It is really very important, infact a student is studying for this reason, to understand ideas and concepts of what you are studying but I can't say that this is more important than learning facts, because without knowledge of the facts you can't say that you have studied something. I'm thinking about when I was studying mathematics : for me and also because the teacher was very important that we, as students, understood the ideas and concepts behind an algebraic formulation, but of course you need to know very well also the formulation itself.","An other reason why I disagree with the statement is that if you are a student you have to learn everything that they are explaining in the lecture or that you read in the text books, you can't say at any time that you have studied this or that fact but you don't remember the facts: I'm thinking at some friends of me that they study something and after a few hours you can ask them somethink and they do not remember anythink, except'm the main ideas.",0
989347.txt,Young people nowadays do not give enough time to helping their communities.,"Young people, like me, do not give enough time to helping their communities. i perfectly agree with this statement because i think that young people are always completely involved in their own life and in their passions. I am not able to explain the reason that causes our distraction from our communities. Probably our education makes us find satisfaction in other aspects of life. The style of life is completely different from the past. We spend all day listening to music, watching television, going around with our friends, studying. and so we have no time to think about our communities. We know that it could be important even for our own future, but we prefer to think about the present and live the moment that is flying away. we try to keep every thought, every occasion, every second that is going away. and we are not able to stop and think about so important things. We are sure that even in this way, we are going to change the world. because change happens. but the problem is: will it be better? we don't know. but we will think that we were happy when we were young. because we lived every moment with an excessive intensity! i want to demonstrate what i meant to say. there are about eighty words left.",if i had wanted to think i could have written a lot of other things.,0
913962.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,In my opinion the statement is true.,Actually everybody should have a wide knowledge of a lot of academic subjects than to specialize in only one field.,0
1807869.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"I totally agree with this statement that is, in my personal vision, the most important thing that a student should learn as soon as possible, also during elementary classes. To learn maths formulas, historical dates, to memorize poems. is it important? Yes, but only in the short term! For a student is important to understand the reasons why that there are behind that hehas studied, overall considering his future, his professional life. Nowadays, in fact, with globalization, with the new technologies (such as the worldwide well- known, the world wide web, the internet) and with the fast availability of all the information the real skill is not to know a fact, to be updated about the main issues all around the world; There is a new verb in the English language : to google, that means to find information in a fast way: this operation is easy, is not necessaryThe real skill is an other. To apply our own knowledge in a particular field, to achieve an adding value.","What I mean by speaking of adding value? Considering, for example a marketing department for a modern enterprise, I think that the person that follows the product that will be market for the final consumer, called product manager, does not apply only the concepts learnt at the university in his project works, but should create an innovative way to push the product thinking to the real necessity of the people and find a solution to resolve them.",0
819260.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,We can see many successful people in the word such as BILL GHATES and EINSTINE. BILL GHATES made a lot of money from creating a software called windows and EINSTINE made a great theory such as E=mc2. Even the way they succeed is different the common thing is that they gave their entire life to buildingit. In my opinion successful people don't try new things but try to develop the things they can do well. BILL GHATES met his first computer when he was 14 years old.,At that time there were two famous companies called MACANTOSHI & APPLE(well later they united though).,0
137438.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"In part I agree with the statement, because i think human progress, from the beginning of human history, is possible only taking risks, exploring the unknown, trying new ways,. I think in the world ` s history there are some famous people who changed the way they did something and made innovation ( like Leonardo Da Vinci with medical research or Giulio Natta with chemical research. ) and i think they are successful people who try new things taking a lot of risks.","I think the real question is: what is a successful person? Is it a famous person? Is it a rich person? Is it a historic legend? There are a lot of successful people who achieve success only doing what they already know how to do well, without innovating or taking risks: they are ordinary people who do their job very well making a lot of money.",0
1955440.txt,Most advertisements make products seem much better than they really are.,"Advertisements make products seem much better than they really are. To sell a product, it has to have good promotion, advertisements sell the product because while showing the promotion of the product, the y are showing the best product ever, when sometimes it's just a big lie and sometimes it's the truth. The main purpose of selling a product for the company is to show another thing better than what you sell. I do not agree with this idea because they're not showing what the product really is. A good idea is to show a good promotion and a great idea of showing the product, and this will make the people interested. An important part to do sell, first of all you have to know on which market you're getting in.","It's hard to get into the market you want sometimes, but having the type of market makes the promotion easier, because you can do the marketing regarding that market.",0
997307.txt,Young people enjoy life more than older people do.,"When I was a little boy, I always thought about "" Why does Uncle Can look sad? "". It was the times that I tried to create new thoughts in my mind and tried to find out why we happened to be alive. Uncle Can always looked sad and he always said he said something to deal with in his mind. I tried to find and solve what he had in mind with my insufficient logic -like I said, I was a little boy then- , which i solved lots of times. However it did not matter how many times I had solved his problems. It just made him create more. Then I understood that it is not just the ""things in his mind"", but there is something more which is socially structured by human beings and our culture. As time goes by, we grow up and as time goes by we have more and more responsibilities which are given to us by our society, which is the fact that makes older people more stressed than younger people. When we are talking about society, we have to stop and focus on the culture of society and socially structured situations. In this example that I will give, one may see things more clearly. When I was at elementary school, I just had to pass my courses, then I attended high school, now I had to pass my courses and be accepted to a well-known university. Now I am studying at Bogazici University which is really famous in Turkey. However my missions continue to increase and advance while I am succeeding and going on. This may seem like a story of one. However that is not the truth. The truth is as a human being who grew up, he/she will have more responsibilities which makes us more stressed than yesterday. Why do you think old people love to look at old pictures? It is obvious that he/she wants to be like in the old days, the old days when he/she did not have any responsibilities. It may seem like only constructed society is to be blamed. However that constructor is us. Human beings create society and society creates human beings. We cannot really separate them.","Human beings are well known as progresive and ambitious and that is why we are always trying to better and more powerful, that makes us stressed and unable to enjoy life day by day.",0
774719.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,In life we see and fall down in a lot of situations that show us that the world is moving and changing.,This is because of people that can feel when is the moment to do or to try to do something new and unknown.,0
1104207.txt,Young people enjoy life more than older people do.,"How would you react if an adult tells you that he was more happy when he was a child? Does it mean that becoming an adult, dissipates happiness and good times? According to my own experience , i think that people were getting happier when they were children. They just live how their mind guides them through without thinking about consequences. Firstly ,I think that young people are happier than adults because they do not care about anything material.",They live their life without thinking about the consequences.,0
266989.txt,Most advertisements make products seem much better than they really are.,"Imagine your life without Air?. Advertisements like air for businessmen. The man has millions of dollars, he should do any thing to keep his money by using advertising. I strongly believe that most advertisements make products better than they really are. First, the main factor that the advertisement is good is that it shows a low price to attract the audience. Alot of businessmen try to attrack the audience. For example, they try to give the lowest price with anew package. I remember one man. He works for a small company. he was a very hard worker. He tried to buy his cat. But he can not get any good money from it. One man suggested to him to make an advertisement. Now he bought his cat for ahigh price. So advertisers can attract people by using low prices. Second, the main issue of making an advertisement is that it can give agood background about the products. My father is a business man. One day he solidified his materials for free, I asked him why?. He told me that if you have agood background you just need water to live a life. So agood background about some thing, it can make you feel good.","Third, the last factor that the advertisement makes the product seem much better is to be popular around the world.",0
913962.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,In my opinion the statement is true. Actually everybody should have a wide knowledge of a lot of academic subjects than to specialize in only one field.,"First, if you have a wider knowledge it will use you a lot because it supports you in the admission to the universities or in a future job.",0
1611251.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"I think it is more important for a student to understand concepts and ideas than to learn facts by hearing. This is for some simple reasons. It might be better for a student to learn facts, dates and results because that is what the teacher asks for. But in real life, this means life after school, the time you need to work for your money to survive, it is better to understand things. A person not able to understand what she or he is doing is not able to develop an idea to find mistakes and eliminate them. A person who is able to do this would be much more successful in her/his job, just because of being able to make the way of working more effective. In school this kind of understanding and finding solutions to problems should be taught. Another reason why a theme should be understood is because of fun. Fun motivates us to go on, to do more. For some people it might be perfect to learn by heart, but most of them get bored.","The more effective way is to support the wishes of people to understand (who do not know the most frequently asked question of a child:""Why? "").",0
57409.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,Over the last fifty decades education has been a significant role in people's lives. Because of that they have research into lots of subjects or just one. Some people believe that it is better to have broad knowledge of many academic subjects and other people think that the better one is to specialize in one specific subject. First of all having a knowledge of many subjects does not mean having lots of essential things. People can know economics and biology in the same way but they cant use them together.,Because those are different things.,0
1088494.txt,Most advertisements make products seem much better than they really are.,"Advertising has always been an interesting discussion topic for people. some people think that advertising is not very effective and does not do any wonders. on the other hand, there are also some people who think that advertising really has alot to do. and I think, I would be counted in the second group. Advertising may make anything better by a good picturization of that product. the better the picturization, the better would be the fascination towards the product. and looks matter alot. for example, we go to some coffee shop and there we see alot of coffees and all the coffees are totally unknown to you. which one would you like to have? certainly, that looks most appealing to you. isn't it? that is where advertising comes into the picture. Its magic of advertising. Advertising enables us to show the good sides of anything. as we all know, that anything in this world is not perfect. All things have dark sides too. So, with a little help from advertising, we can highlight the positive points of some products and can hide the negative parts. for instance, lets take the example of cold drinks like, cola, pepsi etc. these drinks are so popular among people. but the question is why are they? while we know that these drinks are not good for your health. even then they do a great deal of business all over the world. The credit of this should go to the advertising. advertising totally hid the negative effects of the drinks and made them popular. Nowadays, even some schools are providing training in how to do advertising. these schools consider advertising as an art.",and we all know what art is for.,0
1547480.txt,Most advertisements make products seem much better than they really are.,"I agree with this statement because I think that sometimes most advertisements make products seem much better than they really are. The advertisement is made generally to achieve the customer attention because in this way there is more possibility that the customer will buy the product. There are some people that study for a lot of years to learn the rules of marketing and to learn the right ways to achieve their customers. Today, on television, we can see a lot of beautiful advertisements. We are often interested and enjoied by them, but when we buy these products in a supermarket, we are often not so happy with our purchase. I think that often the advertisements that I see on television are really marvellous because they capture my attention.","For example next week I saw the advertisement forBarilla, a famous firm that produces some types of pasta, and I thought that this was a little film.",0
644077.txt,Most advertisements make products seem much better than they really are.,"Many people complain that most advertisements make products seem much better than they really are. In my opinion this is true because this is the way companies use to incite people to buy their product, and this is how people can only find out about new products. First of all, when a company makes an advertisement for its product, it wants to make sure that the product looks perfect on the eyes of the consumer. For example, if the company makes different types of products,it will make the advertisement of the perfect one. Companies can't show their weakness for their own products because there will be no one who will buy them. Second, advertising is the only way that people will know about a new product. For example, when the company wants to send a new product onto the market ,it uses advertising. Apparently the company wants to incite people to buy its product that is why it will make it unbelievable in the advertisement in order to make people think that this product is so good. From this you can understand that most of the time the presentation of many products in advertisements is really different from how they really are.",The companies are so clever when they make these advertisements because they want to incite people.,0
1924028.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"A person is successful because the person has different skills than the average person has. I believe that successful people try new things and take risks rather than only doing what they already know how to do well. Successful people are open minded ,and they experience new things to improve their skills. First of all, successful people have wide horizons, and They have no limits. They try all types of new things so these new things make people achieve success in their life. For instance, Bill Gates is a successful person.","He had broad horizons, and created microsoft.",0
1192415.txt,Young people nowadays do not give enough time to helping their communities.,"I disagree that young people nowadays do not give enough time to helping their communities, for two reasons. Here are my reasons. First, if one person doesn't want to give enough time to help other people that means he is selfish. I joined an interview process and new hired people training at my company. In my opinion,If there are two people in the same work position. The better man is always the one who spends more time helping other people. God always helps the one who loves and helps other people. The one who loves to spend more time helping people. He will get feedback from others. You never know when other people will feedback on your help. Once I worked for a local campaign , but I always helped people and did some volunteer work for a patient group. Till I want to work at a Global company.",Some people help me to get an interview and get a job at a worldwide famous company.,0
